#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: May 29, 2022 - Jun 4, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,42
https://www.scotiawealthmanagement.com/ca/en/connect-with-us/thank-you.html,35
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions.html,30
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/business-owners.html,25
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/philanthropic.html,24
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/jp-bickell-foundation/application-,24
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,24
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative/knowledge-cent,21
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-annual-tax-reporting.html,21
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/women.html,20
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/professionals-and-executives.html,19
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-account-documentation.html,19
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning/insurance.html,18
https://www.scotiawealthmanagement.com/ca/fr/communiquez-avec-nous.html,18
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-tax-slips-checklist.html,18
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,17
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,16
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,16
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,15
https://www.scotiawealthmanagement.com/ca/fr/services/gestion-de-placements/scotiamcleod.html,14
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,13
https://www.scotiawealthmanagement.com/ca/fr/services/services-bancaires-prives.html,13
https://www.scotiafunds.com/content/swm/swm-old/ca/en/home/scotiatrust.html,13
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiatrust-complaint-handling-procedur,13
https://www.scotiawealthmanagement.com/ca/en/enriched-thinking.html,11
https://www.scotiawealthmanagement.com/ca/fr/centre-de-ressources.html,10
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative/career-and-bus,9
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-tax-documents.html,9


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: May 29, 2022 - Jun 4, 2022"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),75,
term deposit,3,0
relationship,2,6
resource centre,2,2.5
logo,2,1
william,2,0
lisa-marie beaulieu,2,0
careers,2,0
mail,1,3
rates interest,1,2
estate freeze,1,1
succession,1,1
first time credit card,1,1
retirement planning,1,1
telephone,1,1
grants,1,1
t5008,1,1
individual/joint owners,1,1
8319014,1,0
cdt,1,0
richard graham,1,0
head,1,0
estate department,1,0
jenna macdonald,1,0
consulta se saldo,1,0
rocio rojas,1,0
rates,1,0
beaulieu,1,0
scotiabank locations,1,0
resp,1,0
gic interest rate,1,0
jason foote,1,0
silvor fox minerals corp,1,0
ottawa,1,0
work with us,1,0
jeffle,1,0
mario,1,0
wealthmanagement.registrationdepartment@scotiabank.com,1,0
private wealth,1,0
abdullad masood,1,0
nelsen,1,0
national branch,1,0
appointment,1,0
us currency exchange rate,1,0
louis gagnon,1,0
"duncan, bc",1,0
section 512c3,1,0
telephone contact,1,0
beneficiary,1,0
estate assist,1,0
therese wilkie,1,0


